Availability,Licence,OrphaCode,DisorderId,DisorderName,DisorderTypeId,DisorderType,DisorderGroupId,DisorderGroup,ExpertLink,TypeOfInheritanceListCount,TypeOfInheritanceIds,TypeOfInheritance,TypeOfInheritancePairs,AverageAgeOfOnsetListCount,AverageAgeOfOnsetIds,AverageAgeOfOnset,AverageAgeOfOnsetPairs
,,308386,21306,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308386,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308393,21307,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308393,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308400,21308,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308400,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308410,21310,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308410,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,308425,21311,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308425,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,307766,21283,Curly hair-acral keratoderma-caries syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=307766,0,,,,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,307804,21285,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=307804,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,307773,21284,Autosomal dominant diffuse mutilating palmoplantar keratoderma,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=307773,1,23410,Autosomal dominant,23410|Autosomal dominant,0,,,
,,307936,21289,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=307936,0,,,,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,307995,21291,Marginal papular palmoplantar keratoderma,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=307995,1,23410,Autosomal dominant,23410|Autosomal dominant,0,,,
,,308041,21295,Autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308041,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308031,21294,Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308031,1,23410,Autosomal dominant,23410|Autosomal dominant,0,,,
,,308698,21330,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308698,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308712,21331,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308712,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308670,21328,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308670,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308684,21329,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308684,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309111,21342,Combined pancreatic lipase-colipase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309111,0,,,,1,23515,Neonatal,23515|Neonatal
,,309031,21340,Pancreatic triacylglycerol lipase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309031,1,23494,Not applicable,23494|Not applicable,1,23522,Infancy,23522|Infancy
,,309108,21341,Pancreatic colipase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309108,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,309025,21338,Mevalonate kinase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309025,1,23494,Not applicable,23494|Not applicable,1,23522,Infancy,23522|Infancy
,,309015,21336,Familial lipoprotein lipase deficiency,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309015,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,309020,21337,Familial apolipoprotein C-II deficiency,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309020,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,308487,21319,Generalized galactose epimerase deficiency,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308487,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308473,21318,Erythrocyte galactose epimerase deficiency,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308473,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,178,6023,Chordoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,1,23543,Adult,23543|Adult
,,2637,6020,Microcephalic osteodysplastic primordial dwarfism type II,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2637,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,592,6021,Macrophagic myofasciitis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=592,1,23494,Not applicable,23494|Not applicable,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,308442,21312,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308442,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308655,21327,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308655,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308638,21326,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308638,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308621,21325,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308621,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,308552,21321,"Glycogen storage disease due to acid maltase deficiency, infantile onset",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308552,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,309271,21364,"Metachromatic leukodystrophy, adult form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309271,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23543,Adult,23543|Adult
,,309282,21366,"Alpha-mannosidosis, infantile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309282,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,309288,21367,"Alpha-mannosidosis, adult form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309288,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23543,Adult,23543|Adult
,,309246,21360,"GM2 gangliosidosis, AB variant",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309246,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,309252,21361,Atypical Gaucher disease due to saposin C deficiency,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309252,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309256,21362,"Metachromatic leukodystrophy, late infantile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309256,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,309263,21363,"Metachromatic leukodystrophy, juvenile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309263,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,309324,21372,"Free sialic acid storage disease, infantile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309324,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,309331,21373,Intermediate severe Salla disease,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309331,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309334,21374,Salla disease,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309334,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,309294,21368,Sialidosis,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309294,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,309297,21369,Mucopolysaccharidosis type 4A,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309297,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,309310,21370,Mucopolysaccharidosis type 4B,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309310,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309147,21351,Hyper-beta-alaninemia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309147,0,,,,1,23515,Neonatal,23515|Neonatal
,,309185,21357,"Tay-Sachs disease, juvenile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309185,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309178,21356,"Tay-Sachs disease, infantile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309178,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309192,21358,"Tay-Sachs disease, adult form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309192,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,309155,21353,"Sandhoff disease, infantile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309155,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,309169,21355,"Sandhoff disease, adult form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309169,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23543,Adult,23543|Adult
,,309162,21354,"Sandhoff disease, juvenile form",21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309162,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,300547,21128,Autosomal recessive infantile hypercalcemia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300547,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,300552,21129,Follicular cholangitis and pancreatitis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300552,1,23480,Unknown,23480|Unknown,1,23543,Adult,23543|Adult
,,300557,21130,Carcinoma of the ampulla of Vater,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300557,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,300564,21131,Combined pulmonary fibrosis-emphysema syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300564,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,300570,21132,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300570,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,300573,21133,Polymicrogyria due to TUBB2B mutation,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300573,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,300579,21135,Staphylococcal toxemia,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300579,0,,,,1,23557,All ages,23557|All ages
,,300496,21120,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300496,1,23431,X-linked recessive,23431|X-linked recessive,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,300501,21121,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300501,1,23480,Unknown,23480|Unknown,1,23536,Adolescent,23536|Adolescent
,,300504,21122,Onychocytic matricoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300504,0,,,,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,300512,21123,Onychomatricoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300512,1,23480,Unknown,23480|Unknown,1,23557,All ages,23557|All ages
,,300525,21125,Pseudohypoaldosteronism type 2D,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300525,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,0,,,
,,300530,21126,Pseudohypoaldosteronism type 2E,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300530,1,23410,Autosomal dominant,23410|Autosomal dominant,0,,,
,,300536,21127,DDOST-CDG,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300536,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,300849,21145,Diffuse large B-cell lymphoma of the central nervous system,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300849,2,23424; 23494,Multigenic/multifactorial; Not applicable,23424|Multigenic/multifactorial; 23494|Not applicable,0,,,
,,300846,21144,Aggressive B-cell non-Hodgkin lymphoma,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300846,0,,,,1,23543,Adult,23543|Adult
,,300865,21147,Primary cutaneous anaplastic large cell lymphoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300865,0,,,,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,300857,21146,T-cell/histiocyte rich large B cell lymphoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300857,2,23424; 23494,Multigenic/multifactorial; Not applicable,23424|Multigenic/multifactorial; 23494|Not applicable,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,300878,21149,Hairy cell leukemia variant,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300878,1,23480,Unknown,23480|Unknown,2,23543; 23550,Adult; Elderly,23543|Adult; 23550|Elderly
,,300895,21151,ALK-positive anaplastic large cell lymphoma,21457,Histopathological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300895,1,23494,Not applicable,23494|Not applicable,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,300605,21137,Juvenile amyotrophic lateral sclerosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300605,5,23410; 23417; 23424; 23445; 23431,Autosomal dominant; Autosomal recessive; Multigenic/multifactorial; X-linked dominant; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23424|Multigenic/multifactorial; 23445|X-linked dominant; 23431|X-linked recessive,1,23529,Childhood,23529|Childhood
,,300751,21138,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300751,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23543,Adult,23543|Adult
,,300842,21143,Indolent B-cell non-Hodgkin lymphoma,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300842,0,,,,1,23543,Adult,23543|Adult
,,300903,21152,ALK-negative anaplastic large cell lymphoma,21457,Histopathological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300903,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,300912,21153,Marginal zone lymphoma,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300912,0,,,,1,23543,Adult,23543|Adult
